Year,Age,Occupation,Employed
2010,20-24,Service & Sales Workers,22.8
2010,20-24,Craftsmen & Related Trade Workers,2.1
2010,20-24,Plant & Machine Operators & Assemblers,2.9
2010,20-24,"Cleaners, Labourers & Related Workers",3.2
2010,20-24,Others,37.4
2010,25-29,Managers & Administrators (Including Working Proprietors),22.8
2010,25-29,Professionals,73.4
2010,25-29,Associate Professionals & Technicians,46.3
2010,25-29,Clerical Support Workers,27.6
2010,25-29,Service & Sales Workers,23.1
2010,25-29,Craftsmen & Related Trade Workers,3.9
2010,25-29,Plant & Machine Operators & Assemblers,5.1
2010,25-29,"Cleaners, Labourers & Related Workers",3.6
2010,25-29,Others,4.9
2010,30-34,Managers & Administrators (Including Working Proprietors),43.5
2010,30-34,Professionals,80.6
2010,30-34,Associate Professionals & Technicians,49.7
2010,30-34,Clerical Support Workers,29.9
2010,30-34,Service & Sales Workers,21.8
2010,30-34,Craftsmen & Related Trade Workers,5.8
2010,30-34,Plant & Machine Operators & Assemblers,6.3
2010,30-34,"Cleaners, Labourers & Related Workers",4.5
2010,30-34,Others,3.6
2010,35-39,Managers & Administrators (Including Working Proprietors),65.8
2010,35-39,Professionals,69.0
2010,35-39,Associate Professionals & Technicians,46.5
2010,35-39,Clerical Support Workers,32.0
2010,35-39,Service & Sales Workers,24.3
2010,35-39,Craftsmen & Related Trade Workers,8.6
2010,35-39,Plant & Machine Operators & Assemblers,11.9
2010,35-39,"Cleaners, Labourers & Related Workers",7.2
2010,35-39,Others,1.9
2010,40-44,Managers & Administrators (Including Working Proprietors),62.2
2010,40-44,Professionals,44.9
2010,40-44,Associate Professionals & Technicians,39.1
2010,40-44,Clerical Support Workers,30.1
2010,40-44,Service & Sales Workers,24.4
2010,40-44,Craftsmen & Related Trade Workers,11.5
2010,40-44,Plant & Machine Operators & Assemblers,19.3
2010,40-44,"Cleaners, Labourers & Related Workers",13.1
2010,40-44,Others,1.6
2010,45-49,Managers & Administrators (Including Working Proprietors),56.2
2010,45-49,Professionals,35.2
2010,45-49,Associate Professionals & Technicians,36.4
2010,45-49,Clerical Support Workers,33.0
2010,45-49,Service & Sales Workers,30.2
2010,45-49,Craftsmen & Related Trade Workers,16.6
2010,45-49,Plant & Machine Operators & Assemblers,26.7
2010,45-49,"Cleaners, Labourers & Related Workers",22.9
2010,45-49,Others,1.6
2010,50-54,Managers & Administrators (Including Working Proprietors),45.1
2010,50-54,Professionals,23.4
2010,50-54,Associate Professionals & Technicians,29.5
2010,50-54,Clerical Support Workers,26.7
2010,50-54,Service & Sales Workers,29.6
2010,50-54,Craftsmen & Related Trade Workers,15.2
2010,50-54,Plant & Machine Operators & Assemblers,32.1
2010,50-54,"Cleaners, Labourers & Related Workers",25.5
2010,50-54,Others,0.5
2010,55-59,Managers & Administrators (Including Working Proprietors),30.3
2010,55-59,Professionals,15.8
2010,55-59,Associate Professionals & Technicians,19.0
2010,55-59,Clerical Support Workers,18.1
2010,55-59,Service & Sales Workers,23.9
2010,55-59,Craftsmen & Related Trade Workers,12.9
2010,55-59,Plant & Machine Operators & Assemblers,26.4
2010,55-59,"Cleaners, Labourers & Related Workers",25.8
2010,55-59,Others,0.6
2010,60-64,Managers & Administrators (Including Working Proprietors),15.9
2010,60-64,Professionals,8.4
2010,60-64,Associate Professionals & Technicians,8.0
2010,60-64,Clerical Support Workers,9.1
2010,60-64,Service & Sales Workers,14.1
2010,60-64,Craftsmen & Related Trade Workers,6.2
2010,60-64,Plant & Machine Operators & Assemblers,15.2
2010,60-64,"Cleaners, Labourers & Related Workers",18.1
2010,60-64,Others,0.4
2010,65+,Managers & Administrators (Including Working Proprietors),7.9
2010,65+,Professionals,4.4
2010,65+,Associate Professionals & Technicians,3.3
2010,65+,Clerical Support Workers,3.6
2010,65+,Service & Sales Workers,10.5
2010,65+,Craftsmen & Related Trade Workers,3.5
2010,65+,Plant & Machine Operators & Assemblers,6.2
2010,65+,"Cleaners, Labourers & Related Workers",20.0
2010,65+,Others,0.2
2009,15-19,Managers & Administrators (Including Working Proprietors),0.0
2009,15-19,Professionals,0.0
2009,15-19,Associate Professionals & Technicians,1.4
2009,15-19,Clerical Support Workers,4.2
2009,15-19,Service & Sales Workers,7.9
2009,15-19,Craftsmen & Related Trade Workers,0.2
2009,15-19,Plant & Machine Operators & Assemblers,0.3
2009,15-19,"Cleaners, Labourers & Related Workers",1.7
2009,15-19,Others,11.8
2009,20-24,Managers & Administrators (Including Working Proprietors),1.7
2009,20-24,Professionals,15.0
2009,20-24,Associate Professionals & Technicians,22.2
2009,20-24,Clerical Support Workers,24.9
2009,20-24,Service & Sales Workers,19.6
2009,20-24,Craftsmen & Related Trade Workers,1.1
2009,20-24,Plant & Machine Operators & Assemblers,3.3
2009,20-24,"Cleaners, Labourers & Related Workers",3.3
2009,20-24,Others,36.4
2009,25-29,Managers & Administrators (Including Working Proprietors),15.8
2009,25-29,Professionals,68.0
2009,25-29,Associate Professionals & Technicians,53.3
2009,25-29,Clerical Support Workers,27.9
2009,25-29,Service & Sales Workers,21.4
2009,25-29,Craftsmen & Related Trade Workers,4.0
2009,25-29,Plant & Machine Operators & Assemblers,5.3
2009,25-29,"Cleaners, Labourers & Related Workers",3.7
2009,25-29,Others,4.7
2009,30-34,Managers & Administrators (Including Working Proprietors),39.8
2009,30-34,Professionals,78.5
2009,30-34,Associate Professionals & Technicians,51.6
2009,30-34,Clerical Support Workers,26.6
2009,30-34,Service & Sales Workers,19.7
2009,30-34,Craftsmen & Related Trade Workers,5.7
2009,30-34,Plant & Machine Operators & Assemblers,7.6
2009,30-34,"Cleaners, Labourers & Related Workers",4.3
2009,30-34,Others,3.6
2009,35-39,Managers & Administrators (Including Working Proprietors),56.5
2009,35-39,Professionals,64.2
2009,35-39,Associate Professionals & Technicians,50.4
2009,35-39,Clerical Support Workers,31.4
2009,35-39,Service & Sales Workers,22.6
2009,35-39,Craftsmen & Related Trade Workers,9.0
2009,35-39,Plant & Machine Operators & Assemblers,13.0
2009,35-39,"Cleaners, Labourers & Related Workers",7.0
2009,35-39,Others,1.8
2009,40-44,Managers & Administrators (Including Working Proprietors),58.0
2009,40-44,Professionals,44.0
2009,40-44,Associate Professionals & Technicians,40.3
2009,40-44,Clerical Support Workers,32.6
2009,40-44,Service & Sales Workers,27.0
2009,40-44,Craftsmen & Related Trade Workers,12.4
2009,40-44,Plant & Machine Operators & Assemblers,22.1
2009,40-44,"Cleaners, Labourers & Related Workers",13.3
2009,40-44,Others,1.5
2009,45-49,Managers & Administrators (Including Working Proprietors),52.5
2009,45-49,Professionals,29.1
2009,45-49,Associate Professionals & Technicians,37.9
2009,45-49,Clerical Support Workers,32.3
2009,45-49,Service & Sales Workers,29.4
2009,45-49,Craftsmen & Related Trade Workers,16.8
2009,45-49,Plant & Machine Operators & Assemblers,28.2
2009,45-49,"Cleaners, Labourers & Related Workers",21.2
2009,45-49,Others,1.9
2009,50-54,Managers & Administrators (Including Working Proprietors),40.9
2009,50-54,Professionals,20.5
2009,50-54,Associate Professionals & Technicians,27.9
2009,50-54,Clerical Support Workers,29.7
2009,50-54,Service & Sales Workers,26.8
2009,50-54,Craftsmen & Related Trade Workers,17.4
2009,50-54,Plant & Machine Operators & Assemblers,32.1
2009,50-54,"Cleaners, Labourers & Related Workers",25.4
2009,50-54,Others,1.2
2009,55-59,Managers & Administrators (Including Working Proprietors),25.4
2009,55-59,Professionals,12.6
2009,55-59,Associate Professionals & Technicians,15.9
2009,55-59,Clerical Support Workers,16.2
2009,55-59,Service & Sales Workers,20.6
2009,55-59,Craftsmen & Related Trade Workers,11.8
2009,55-59,Plant & Machine Operators & Assemblers,25.2
2009,55-59,"Cleaners, Labourers & Related Workers",22.7
2009,55-59,Others,0.4
2009,60-64,Managers & Administrators (Including Working Proprietors),13.1
2009,60-64,Professionals,6.2
2009,60-64,Associate Professionals & Technicians,6.3
2009,60-64,Clerical Support Workers,7.5
2009,60-64,Service & Sales Workers,14.2
2009,60-64,Craftsmen & Related Trade Workers,7.1
2009,60-64,Plant & Machine Operators & Assemblers,14.3
2009,60-64,"Cleaners, Labourers & Related Workers",18.2
2009,60-64,Others,0.3
2009,65+,Managers & Administrators (Including Working Proprietors),7.1
2009,65+,Professionals,3.7
2009,65+,Associate Professionals & Technicians,2.6
2009,65+,Clerical Support Workers,3.3
2009,65+,Service & Sales Workers,9.8
2009,65+,Craftsmen & Related Trade Workers,3.2
2009,65+,Plant & Machine Operators & Assemblers,7.0
2009,65+,"Cleaners, Labourers & Related Workers",20.2
2009,65+,Others,0.1
2008,15-19,Managers & Administrators (Including Working Proprietors),0.0
2008,15-19,Professionals,0.4
2008,15-19,Associate Professionals & Technicians,2.2
2008,15-19,Clerical Support Workers,5.5
2008,15-19,Service & Sales Workers,8.7
2008,15-19,Craftsmen & Related Trade Workers,0.3
2008,15-19,Plant & Machine Operators & Assemblers,0.4
2008,15-19,"Cleaners, Labourers & Related Workers",1.8
2008,15-19,Others,12.0
2008,20-24,Managers & Administrators (Including Working Proprietors),2.0
2008,20-24,Professionals,18.6
2008,20-24,Associate Professionals & Technicians,23.2
2008,20-24,Clerical Support Workers,27.3
2008,20-24,Service & Sales Workers,20.0
2008,20-24,Craftsmen & Related Trade Workers,2.0
2008,20-24,Plant & Machine Operators & Assemblers,2.4
2008,20-24,"Cleaners, Labourers & Related Workers",2.7
2008,20-24,Others,34.9
2008,25-29,Managers & Administrators (Including Working Proprietors),15.6
2008,25-29,Professionals,65.7
2008,25-29,Associate Professionals & Technicians,50.5
2008,25-29,Clerical Support Workers,27.8
2008,25-29,Service & Sales Workers,19.2
2008,25-29,Craftsmen & Related Trade Workers,4.3
2008,25-29,Plant & Machine Operators & Assemblers,4.6
2008,25-29,"Cleaners, Labourers & Related Workers",3.4
2008,25-29,Others,6.8
2008,30-34,Managers & Administrators (Including Working Proprietors),40.7
2008,30-34,Professionals,73.8
2008,30-34,Associate Professionals & Technicians,53.4
2008,30-34,Clerical Support Workers,27.0
2008,30-34,Service & Sales Workers,20.3
2008,30-34,Craftsmen & Related Trade Workers,6.2
2008,30-34,Plant & Machine Operators & Assemblers,7.0
2008,30-34,"Cleaners, Labourers & Related Workers",3.9
2008,30-34,Others,2.9
2008,35-39,Managers & Administrators (Including Working Proprietors),57.3
2008,35-39,Professionals,63.0
2008,35-39,Associate Professionals & Technicians,49.8
2008,35-39,Clerical Support Workers,32.2
2008,35-39,Service & Sales Workers,22.4
2008,35-39,Craftsmen & Related Trade Workers,8.6
2008,35-39,Plant & Machine Operators & Assemblers,13.1
2008,35-39,"Cleaners, Labourers & Related Workers",7.9
2008,35-39,Others,2.4
2008,40-44,Managers & Administrators (Including Working Proprietors),55.2
2008,40-44,Professionals,41.7
2008,40-44,Associate Professionals & Technicians,42.5
2008,40-44,Clerical Support Workers,34.5
2008,40-44,Service & Sales Workers,27.7
2008,40-44,Craftsmen & Related Trade Workers,12.6
2008,40-44,Plant & Machine Operators & Assemblers,23.3
2008,40-44,"Cleaners, Labourers & Related Workers",14.4
2008,40-44,Others,1.7
2008,45-49,Managers & Administrators (Including Working Proprietors),51.1
2008,45-49,Professionals,31.5
2008,45-49,Associate Professionals & Technicians,35.7
2008,45-49,Clerical Support Workers,31.7
2008,45-49,Service & Sales Workers,30.7
2008,45-49,Craftsmen & Related Trade Workers,19.0
2008,45-49,Plant & Machine Operators & Assemblers,30.9
2008,45-49,"Cleaners, Labourers & Related Workers",21.7
2008,45-49,Others,1.5
2008,50-54,Managers & Administrators (Including Working Proprietors),38.4
2008,50-54,Professionals,20.0
2008,50-54,Associate Professionals & Technicians,26.7
2008,50-54,Clerical Support Workers,27.2
2008,50-54,Service & Sales Workers,29.1
2008,50-54,Craftsmen & Related Trade Workers,18.1
2008,50-54,Plant & Machine Operators & Assemblers,31.3
2008,50-54,"Cleaners, Labourers & Related Workers",26.4
2008,50-54,Others,0.7
2008,55-59,Managers & Administrators (Including Working Proprietors),24.7
2008,55-59,Professionals,12.6
2008,55-59,Associate Professionals & Technicians,15.5
2008,55-59,Clerical Support Workers,14.6
2008,55-59,Service & Sales Workers,20.6
2008,55-59,Craftsmen & Related Trade Workers,10.9
2008,55-59,Plant & Machine Operators & Assemblers,24.3
2008,55-59,"Cleaners, Labourers & Related Workers",23.0
2008,55-59,Others,0.2
2008,60-64,Managers & Administrators (Including Working Proprietors),11.8
2008,60-64,Professionals,4.7
2008,60-64,Associate Professionals & Technicians,6.1
2008,60-64,Clerical Support Workers,6.7
2008,60-64,Service & Sales Workers,11.0
2008,60-64,Craftsmen & Related Trade Workers,6.1
2008,60-64,Plant & Machine Operators & Assemblers,13.3
2008,60-64,"Cleaners, Labourers & Related Workers",15.7
2008,60-64,Others,0.2
2008,65+,Managers & Administrators (Including Working Proprietors),6.5
2008,65+,Professionals,2.6
2008,65+,Associate Professionals & Technicians,2.2
2008,65+,Clerical Support Workers,2.5
2008,65+,Service & Sales Workers,9.5
2008,65+,Craftsmen & Related Trade Workers,2.7
2008,65+,Plant & Machine Operators & Assemblers,6.6
2008,65+,"Cleaners, Labourers & Related Workers",17.7
2008,65+,Others,0.1
2007,15-19,Managers & Administrators (Including Working Proprietors),0.1
2007,15-19,Professionals,0.6
2007,15-19,Associate Professionals & Technicians,2.0
2007,15-19,Clerical Support Workers,4.3
2007,15-19,Service & Sales Workers,10.3
2007,15-19,Craftsmen & Related Trade Workers,0.0
2007,15-19,Plant & Machine Operators & Assemblers,0.4
2007,15-19,"Cleaners, Labourers & Related Workers",1.5
2007,15-19,Others,14.1
2007,20-24,Managers & Administrators (Including Working Proprietors),2.5
2007,20-24,Professionals,16.1
2007,20-24,Associate Professionals & Technicians,22.5
2007,20-24,Clerical Support Workers,25.4
2007,20-24,Service & Sales Workers,21.0
2007,20-24,Craftsmen & Related Trade Workers,2.8
2007,20-24,Plant & Machine Operators & Assemblers,3.0
2007,20-24,"Cleaners, Labourers & Related Workers",2.7
2007,20-24,Others,31.9
2007,25-29,Managers & Administrators (Including Working Proprietors),15.6
2007,25-29,Professionals,61.0
2007,25-29,Associate Professionals & Technicians,51.0
2007,25-29,Clerical Support Workers,28.2
2007,25-29,Service & Sales Workers,22.9
2007,25-29,Craftsmen & Related Trade Workers,4.5
2007,25-29,Plant & Machine Operators & Assemblers,5.6
2007,25-29,"Cleaners, Labourers & Related Workers",4.1
2007,25-29,Others,6.9
2007,30-34,Managers & Administrators (Including Working Proprietors),37.8
2007,30-34,Professionals,70.5
2007,30-34,Associate Professionals & Technicians,53.1
2007,30-34,Clerical Support Workers,31.9
2007,30-34,Service & Sales Workers,19.3
2007,30-34,Craftsmen & Related Trade Workers,6.8
2007,30-34,Plant & Machine Operators & Assemblers,9.8
2007,30-34,"Cleaners, Labourers & Related Workers",5.1
2007,30-34,Others,3.5
2007,35-39,Managers & Administrators (Including Working Proprietors),51.4
2007,35-39,Professionals,57.3
2007,35-39,Associate Professionals & Technicians,44.6
2007,35-39,Clerical Support Workers,30.2
2007,35-39,Service & Sales Workers,21.3
2007,35-39,Craftsmen & Related Trade Workers,10.3
2007,35-39,Plant & Machine Operators & Assemblers,15.6
2007,35-39,"Cleaners, Labourers & Related Workers",8.9
2007,35-39,Others,2.1
2007,40-44,Managers & Administrators (Including Working Proprietors),53.9
2007,40-44,Professionals,39.3
2007,40-44,Associate Professionals & Technicians,38.0
2007,40-44,Clerical Support Workers,33.0
2007,40-44,Service & Sales Workers,28.3
2007,40-44,Craftsmen & Related Trade Workers,14.6
2007,40-44,Plant & Machine Operators & Assemblers,24.8
2007,40-44,"Cleaners, Labourers & Related Workers",16.0
2007,40-44,Others,1.5
2007,45-49,Managers & Administrators (Including Working Proprietors),46.0
2007,45-49,Professionals,27.5
2007,45-49,Associate Professionals & Technicians,33.8
2007,45-49,Clerical Support Workers,32.6
2007,45-49,Service & Sales Workers,32.0
2007,45-49,Craftsmen & Related Trade Workers,18.9
2007,45-49,Plant & Machine Operators & Assemblers,33.1
2007,45-49,"Cleaners, Labourers & Related Workers",23.7
2007,45-49,Others,1.8
2007,50-54,Managers & Administrators (Including Working Proprietors),36.9
2007,50-54,Professionals,17.0
2007,50-54,Associate Professionals & Technicians,24.2
2007,50-54,Clerical Support Workers,24.2
2007,50-54,Service & Sales Workers,30.3
2007,50-54,Craftsmen & Related Trade Workers,17.5
2007,50-54,Plant & Machine Operators & Assemblers,32.0
2007,50-54,"Cleaners, Labourers & Related Workers",27.1
2007,50-54,Others,0.7
2007,55-59,Managers & Administrators (Including Working Proprietors),21.7
2007,55-59,Professionals,13.2
2007,55-59,Associate Professionals & Technicians,13.8
2007,55-59,Clerical Support Workers,14.4
2007,55-59,Service & Sales Workers,20.5
2007,55-59,Craftsmen & Related Trade Workers,12.9
2007,55-59,Plant & Machine Operators & Assemblers,23.3
2007,55-59,"Cleaners, Labourers & Related Workers",23.3
2007,55-59,Others,0.4
2007,60-64,Managers & Administrators (Including Working Proprietors),9.1
2007,60-64,Professionals,4.6
2007,60-64,Associate Professionals & Technicians,5.0
2007,60-64,Clerical Support Workers,4.5
2007,60-64,Service & Sales Workers,10.2
2007,60-64,Craftsmen & Related Trade Workers,5.0
2007,60-64,Plant & Machine Operators & Assemblers,10.2
2007,60-64,"Cleaners, Labourers & Related Workers",15.3
2007,60-64,Others,0.1
2007,65+,Managers & Administrators (Including Working Proprietors),6.2
2007,65+,Professionals,2.4
2007,65+,Associate Professionals & Technicians,1.4
2007,65+,Clerical Support Workers,2.5
2007,65+,Service & Sales Workers,9.3
2007,65+,Craftsmen & Related Trade Workers,2.1
2007,65+,Plant & Machine Operators & Assemblers,6.1
2007,65+,"Cleaners, Labourers & Related Workers",16.0
2007,65+,Others,0.0
2005,15-19,Managers & Administrators (Including Working Proprietors),0.0
2005,15-19,Professionals,0.1
2005,15-19,Associate Professionals & Technicians,0.7
2005,15-19,Clerical Support Workers,2.3
2005,15-19,Service & Sales Workers,6.1
2005,15-19,Craftsmen & Related Trade Workers,0.2
2005,15-19,Plant & Machine Operators & Assemblers,0.6
2005,15-19,"Cleaners, Labourers & Related Workers",0.8
2005,15-19,Others,9.5
2005,20-24,Managers & Administrators (Including Working Proprietors),1.4
2005,20-24,Professionals,14.2
2005,20-24,Associate Professionals & Technicians,22.2
2005,20-24,Clerical Support Workers,20.8
2005,20-24,Service & Sales Workers,23.2
2005,20-24,Craftsmen & Related Trade Workers,2.9
2005,20-24,Plant & Machine Operators & Assemblers,3.6
2005,20-24,"Cleaners, Labourers & Related Workers",2.7
2005,20-24,Others,27.2
2005,25-29,Managers & Administrators (Including Working Proprietors),11.8
2005,25-29,Professionals,61.5
2005,25-29,Associate Professionals & Technicians,50.6
2005,25-29,Clerical Support Workers,27.6
2005,25-29,Service & Sales Workers,26.1
2005,25-29,Craftsmen & Related Trade Workers,7.3
2005,25-29,Plant & Machine Operators & Assemblers,7.0
2005,25-29,"Cleaners, Labourers & Related Workers",2.8
2005,25-29,Others,7.6
2005,30-34,Managers & Administrators (Including Working Proprietors),32.7
2005,30-34,Professionals,65.0
2005,30-34,Associate Professionals & Technicians,50.6
2005,30-34,Clerical Support Workers,34.0
2005,30-34,Service & Sales Workers,25.3
2005,30-34,Craftsmen & Related Trade Workers,11.3
2005,30-34,Plant & Machine Operators & Assemblers,13.7
2005,30-34,"Cleaners, Labourers & Related Workers",4.2
2005,30-34,Others,2.8
2005,35-39,Managers & Administrators (Including Working Proprietors),43.9
2005,35-39,Professionals,45.1
2005,35-39,Associate Professionals & Technicians,40.5
2005,35-39,Clerical Support Workers,34.7
2005,35-39,Service & Sales Workers,28.9
2005,35-39,Craftsmen & Related Trade Workers,14.9
2005,35-39,Plant & Machine Operators & Assemblers,21.8
2005,35-39,"Cleaners, Labourers & Related Workers",7.5
2005,35-39,Others,2.2
2005,40-44,Managers & Administrators (Including Working Proprietors),47.4
2005,40-44,Professionals,31.5
2005,40-44,Associate Professionals & Technicians,32.1
2005,40-44,Clerical Support Workers,34.0
2005,40-44,Service & Sales Workers,33.9
2005,40-44,Craftsmen & Related Trade Workers,22.7
2005,40-44,Plant & Machine Operators & Assemblers,30.5
2005,40-44,"Cleaners, Labourers & Related Workers",12.4
2005,40-44,Others,2.7
2005,45-49,Managers & Administrators (Including Working Proprietors),39.1
2005,45-49,Professionals,19.0
2005,45-49,Associate Professionals & Technicians,26.7
2005,45-49,Clerical Support Workers,30.6
2005,45-49,Service & Sales Workers,34.7
2005,45-49,Craftsmen & Related Trade Workers,20.4
2005,45-49,Plant & Machine Operators & Assemblers,33.9
2005,45-49,"Cleaners, Labourers & Related Workers",17.6
2005,45-49,Others,2.1
2005,50-54,Managers & Administrators (Including Working Proprietors),28.5
2005,50-54,Professionals,12.0
2005,50-54,Associate Professionals & Technicians,18.6
2005,50-54,Clerical Support Workers,21.1
2005,50-54,Service & Sales Workers,29.5
2005,50-54,Craftsmen & Related Trade Workers,16.7
2005,50-54,Plant & Machine Operators & Assemblers,30.0
2005,50-54,"Cleaners, Labourers & Related Workers",17.6
2005,50-54,Others,1.0
2005,55-59,Managers & Administrators (Including Working Proprietors),16.2
2005,55-59,Professionals,7.3
2005,55-59,Associate Professionals & Technicians,9.6
2005,55-59,Clerical Support Workers,10.9
2005,55-59,Service & Sales Workers,20.4
2005,55-59,Craftsmen & Related Trade Workers,10.1
2005,55-59,Plant & Machine Operators & Assemblers,18.2
2005,55-59,"Cleaners, Labourers & Related Workers",16.0
2005,55-59,Others,0.4
2005,60-64,Managers & Administrators (Including Working Proprietors),5.8
2005,60-64,Professionals,1.9
2005,60-64,Associate Professionals & Technicians,2.9
2005,60-64,Clerical Support Workers,2.8
2005,60-64,Service & Sales Workers,8.9
2005,60-64,Craftsmen & Related Trade Workers,2.9
2005,60-64,Plant & Machine Operators & Assemblers,7.0
2005,60-64,"Cleaners, Labourers & Related Workers",8.8
2005,60-64,Others,0.2
2005,65+,Managers & Administrators (Including Working Proprietors),4.8
2005,65+,Professionals,1.3
2005,65+,Associate Professionals & Technicians,1.1
2005,65+,Clerical Support Workers,1.9
2005,65+,Service & Sales Workers,7.5
2005,65+,Craftsmen & Related Trade Workers,1.6
2005,65+,Plant & Machine Operators & Assemblers,3.5
2005,65+,"Cleaners, Labourers & Related Workers",8.8
2005,65+,Others,0.1
2004,15-19,Managers & Administrators (Including Working Proprietors),0.0
2004,15-19,Professionals,0.3
2004,15-19,Associate Professionals & Technicians,1.2
2004,15-19,Clerical Support Workers,3.3
2004,15-19,Service & Sales Workers,8.5
2004,15-19,Craftsmen & Related Trade Workers,0.3
2004,15-19,Plant & Machine Operators & Assemblers,0.8
2004,15-19,"Cleaners, Labourers & Related Workers",1.5
2004,15-19,Others,9.3
2004,20-24,Managers & Administrators (Including Working Proprietors),1.5
2004,20-24,Professionals,13.1
2004,20-24,Associate Professionals & Technicians,19.6
2004,20-24,Clerical Support Workers,22.3
2004,20-24,Service & Sales Workers,18.6
2004,20-24,Craftsmen & Related Trade Workers,2.3
2004,20-24,Plant & Machine Operators & Assemblers,3.5
2004,20-24,"Cleaners, Labourers & Related Workers",3.9
2004,20-24,Others,42.2
2004,25-29,Managers & Administrators (Including Working Proprietors),11.7
2004,25-29,Professionals,53.6
2004,25-29,Associate Professionals & Technicians,50.3
2004,25-29,Clerical Support Workers,31.6
2004,25-29,Service & Sales Workers,20.6
2004,25-29,Craftsmen & Related Trade Workers,5.4
2004,25-29,Plant & Machine Operators & Assemblers,6.6
2004,25-29,"Cleaners, Labourers & Related Workers",4.5
2004,25-29,Others,9.8
2004,30-34,Managers & Administrators (Including Working Proprietors),33.6
2004,30-34,Professionals,58.6
2004,30-34,Associate Professionals & Technicians,51.5
2004,30-34,Clerical Support Workers,33.9
2004,30-34,Service & Sales Workers,22.5
2004,30-34,Craftsmen & Related Trade Workers,10.4
2004,30-34,Plant & Machine Operators & Assemblers,13.4
2004,30-34,"Cleaners, Labourers & Related Workers",5.9
2004,30-34,Others,2.7
2004,35-39,Managers & Administrators (Including Working Proprietors),44.4
2004,35-39,Professionals,43.4
2004,35-39,Associate Professionals & Technicians,41.5
2004,35-39,Clerical Support Workers,35.3
2004,35-39,Service & Sales Workers,20.6
2004,35-39,Craftsmen & Related Trade Workers,12.1
2004,35-39,Plant & Machine Operators & Assemblers,19.9
2004,35-39,"Cleaners, Labourers & Related Workers",10.2
2004,35-39,Others,1.8
2004,40-44,Managers & Administrators (Including Working Proprietors),50.3
2004,40-44,Professionals,34.1
2004,40-44,Associate Professionals & Technicians,33.2
2004,40-44,Clerical Support Workers,32.0
2004,40-44,Service & Sales Workers,29.7
2004,40-44,Craftsmen & Related Trade Workers,18.5
2004,40-44,Plant & Machine Operators & Assemblers,28.8
2004,40-44,"Cleaners, Labourers & Related Workers",17.4
2004,40-44,Others,2.7
2004,45-49,Managers & Administrators (Including Working Proprietors),44.1
2004,45-49,Professionals,19.6
2004,45-49,Associate Professionals & Technicians,30.7
2004,45-49,Clerical Support Workers,28.6
2004,45-49,Service & Sales Workers,27.7
2004,45-49,Craftsmen & Related Trade Workers,18.9
2004,45-49,Plant & Machine Operators & Assemblers,33.8
2004,45-49,"Cleaners, Labourers & Related Workers",21.9
2004,45-49,Others,1.6
2004,50-54,Managers & Administrators (Including Working Proprietors),28.4
2004,50-54,Professionals,13.7
2004,50-54,Associate Professionals & Technicians,18.4
2004,50-54,Clerical Support Workers,19.9
2004,50-54,Service & Sales Workers,24.7
2004,50-54,Craftsmen & Related Trade Workers,15.5
2004,50-54,Plant & Machine Operators & Assemblers,29.8
2004,50-54,"Cleaners, Labourers & Related Workers",21.6
2004,50-54,Others,0.7
2004,55-59,Managers & Administrators (Including Working Proprietors),16.9
2004,55-59,Professionals,9.4
2004,55-59,Associate Professionals & Technicians,10.2
2004,55-59,Clerical Support Workers,9.7
2004,55-59,Service & Sales Workers,16.8
2004,55-59,Craftsmen & Related Trade Workers,8.9
2004,55-59,Plant & Machine Operators & Assemblers,16.8
2004,55-59,"Cleaners, Labourers & Related Workers",17.5
2004,55-59,Others,0.2
2004,60-64,Managers & Administrators (Including Working Proprietors),6.2
2004,60-64,Professionals,2.8
2004,60-64,Associate Professionals & Technicians,2.4
2004,60-64,Clerical Support Workers,2.1
2004,60-64,Service & Sales Workers,8.0
2004,60-64,Craftsmen & Related Trade Workers,3.2
2004,60-64,Plant & Machine Operators & Assemblers,7.4
2004,60-64,"Cleaners, Labourers & Related Workers",10.9
2004,60-64,Others,0.1
2004,65+,Managers & Administrators (Including Working Proprietors),5.0
2004,65+,Professionals,1.4
2004,65+,Associate Professionals & Technicians,0.8
2004,65+,Clerical Support Workers,1.7
2004,65+,Service & Sales Workers,5.9
2004,65+,Craftsmen & Related Trade Workers,1.7
2004,65+,Plant & Machine Operators & Assemblers,3.5
2004,65+,"Cleaners, Labourers & Related Workers",8.6
2004,65+,Others,0.0
2003,15-19,Managers & Administrators (Including Working Proprietors),0.0
2003,15-19,Professionals,0.2
2003,15-19,Associate Professionals & Technicians,1.1
2003,15-19,Clerical Support Workers,2.6
2003,15-19,Service & Sales Workers,7.2
2003,15-19,Craftsmen & Related Trade Workers,0.3
2003,15-19,Plant & Machine Operators & Assemblers,0.6
2003,15-19,"Cleaners, Labourers & Related Workers",1.7
2003,15-19,Others,9.5
2003,20-24,Managers & Administrators (Including Working Proprietors),1.5
2003,20-24,Professionals,13.0
2003,20-24,Associate Professionals & Technicians,19.2
2003,20-24,Clerical Support Workers,19.3
2003,20-24,Service & Sales Workers,18.1
2003,20-24,Craftsmen & Related Trade Workers,2.5
2003,20-24,Plant & Machine Operators & Assemblers,3.1
2003,20-24,"Cleaners, Labourers & Related Workers",2.7
2003,20-24,Others,42.9
2003,25-29,Managers & Administrators (Including Working Proprietors),15.0
2003,25-29,Professionals,58.6
