Year,Industry,Employed
Unnamed: 73,"Food, Beverages & Tobacco",0.0
Unnamed: 73,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 73,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 73,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 73,"Electronic, Computer & Optical Products",0.0
Unnamed: 73,Transport Equipment,0.0
Unnamed: 73,Other Manufacturing Industries,0.0
Unnamed: 73,Construction,0.0
Unnamed: 73,Wholesale Trade,0.0
Unnamed: 73,Retail Trade,0.0
Unnamed: 73,Land Transport & Supporting Services,0.0
Unnamed: 73,Water Transport & Supporting Services,0.0
Unnamed: 73,Air Transport & Supporting Services,0.0
Unnamed: 73,Other Transportation & Storage Services,0.0
Unnamed: 73,Accommodation,0.0
Unnamed: 73,Food & Beverage Services,0.0
Unnamed: 73,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 73,IT & Other Information Services,0.0
Unnamed: 73,Financial Services,0.0
Unnamed: 73,Insurance Services,0.0
Unnamed: 73,Real Estate Services,0.0
Unnamed: 73,"Legal, Accounting & Management Services",0.0
Unnamed: 73,Architectural & Engineering Services,0.0
Unnamed: 73,Other Professional Services,0.0
Unnamed: 73,Security & Investigation,0.0
Unnamed: 73,Cleaning & Landscaping,0.0
Unnamed: 73,Other Administrative & Support Services,0.0
Unnamed: 73,Public Administration & Education,0.0
Unnamed: 73,Health & Social Services,0.0
Unnamed: 73,"Arts, Entertainment & Recreation",0.0
Unnamed: 73,"Other Community, Social & Personal Services",0.0
Unnamed: 73,Others,0.0
Unnamed: 73,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 73,"Clerical, Sales & Service Workers",0.0
Unnamed: 73,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 74,"Food, Beverages & Tobacco",0.0
Unnamed: 74,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 74,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 74,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 74,"Electronic, Computer & Optical Products",0.0
Unnamed: 74,Transport Equipment,0.0
Unnamed: 74,Other Manufacturing Industries,0.0
Unnamed: 74,Construction,0.0
Unnamed: 74,Wholesale Trade,0.0
Unnamed: 74,Retail Trade,0.0
Unnamed: 74,Land Transport & Supporting Services,0.0
Unnamed: 74,Water Transport & Supporting Services,0.0
Unnamed: 74,Air Transport & Supporting Services,0.0
Unnamed: 74,Other Transportation & Storage Services,0.0
Unnamed: 74,Accommodation,0.0
Unnamed: 74,Food & Beverage Services,0.0
Unnamed: 74,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 74,IT & Other Information Services,0.0
Unnamed: 74,Financial Services,0.0
Unnamed: 74,Insurance Services,0.0
Unnamed: 74,Real Estate Services,0.0
Unnamed: 74,"Legal, Accounting & Management Services",0.0
Unnamed: 74,Architectural & Engineering Services,0.0
Unnamed: 74,Other Professional Services,0.0
Unnamed: 74,Security & Investigation,0.0
Unnamed: 74,Cleaning & Landscaping,0.0
Unnamed: 74,Other Administrative & Support Services,0.0
Unnamed: 74,Public Administration & Education,0.0
Unnamed: 74,Health & Social Services,0.0
Unnamed: 74,"Arts, Entertainment & Recreation",0.0
Unnamed: 74,"Other Community, Social & Personal Services",0.0
Unnamed: 74,Others,0.0
Unnamed: 74,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 74,"Clerical, Sales & Service Workers",0.0
Unnamed: 74,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 75,"Food, Beverages & Tobacco",0.0
Unnamed: 75,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 75,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 75,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 75,"Electronic, Computer & Optical Products",0.0
Unnamed: 75,Transport Equipment,0.0
Unnamed: 75,Other Manufacturing Industries,0.0
Unnamed: 75,Construction,0.0
Unnamed: 75,Wholesale Trade,0.0
Unnamed: 75,Retail Trade,0.0
Unnamed: 75,Land Transport & Supporting Services,0.0
Unnamed: 75,Water Transport & Supporting Services,0.0
Unnamed: 75,Air Transport & Supporting Services,0.0
Unnamed: 75,Other Transportation & Storage Services,0.0
Unnamed: 75,Accommodation,0.0
Unnamed: 75,Food & Beverage Services,0.0
Unnamed: 75,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 75,IT & Other Information Services,0.0
Unnamed: 75,Financial Services,0.0
Unnamed: 75,Insurance Services,0.0
Unnamed: 75,Real Estate Services,0.0
Unnamed: 75,"Legal, Accounting & Management Services",0.0
Unnamed: 75,Architectural & Engineering Services,0.0
Unnamed: 75,Other Professional Services,0.0
Unnamed: 75,Security & Investigation,0.0
Unnamed: 75,Cleaning & Landscaping,0.0
Unnamed: 75,Other Administrative & Support Services,0.0
Unnamed: 75,Public Administration & Education,0.0
Unnamed: 75,Health & Social Services,0.0
Unnamed: 75,"Arts, Entertainment & Recreation",0.0
Unnamed: 75,"Other Community, Social & Personal Services",0.0
Unnamed: 75,Others,0.0
Unnamed: 75,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 75,"Clerical, Sales & Service Workers",0.0
Unnamed: 75,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 76,"Food, Beverages & Tobacco",0.0
Unnamed: 76,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 76,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 76,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 76,"Electronic, Computer & Optical Products",0.0
Unnamed: 76,Transport Equipment,0.0
Unnamed: 76,Other Manufacturing Industries,0.0
Unnamed: 76,Construction,0.0
Unnamed: 76,Wholesale Trade,0.0
Unnamed: 76,Retail Trade,0.0
Unnamed: 76,Land Transport & Supporting Services,0.0
Unnamed: 76,Water Transport & Supporting Services,0.0
Unnamed: 76,Air Transport & Supporting Services,0.0
Unnamed: 76,Other Transportation & Storage Services,0.0
Unnamed: 76,Accommodation,0.0
Unnamed: 76,Food & Beverage Services,0.0
Unnamed: 76,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 76,IT & Other Information Services,0.0
Unnamed: 76,Financial Services,0.0
Unnamed: 76,Insurance Services,0.0
Unnamed: 76,Real Estate Services,0.0
Unnamed: 76,"Legal, Accounting & Management Services",0.0
Unnamed: 76,Architectural & Engineering Services,0.0
Unnamed: 76,Other Professional Services,0.0
Unnamed: 76,Security & Investigation,0.0
Unnamed: 76,Cleaning & Landscaping,0.0
Unnamed: 76,Other Administrative & Support Services,0.0
Unnamed: 76,Public Administration & Education,0.0
Unnamed: 76,Health & Social Services,0.0
Unnamed: 76,"Arts, Entertainment & Recreation",0.0
Unnamed: 76,"Other Community, Social & Personal Services",0.0
Unnamed: 76,Others,0.0
Unnamed: 76,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 76,"Clerical, Sales & Service Workers",0.0
Unnamed: 76,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 77,"Food, Beverages & Tobacco",0.0
Unnamed: 77,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 77,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 77,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 77,"Electronic, Computer & Optical Products",0.0
Unnamed: 77,Transport Equipment,0.0
Unnamed: 77,Other Manufacturing Industries,0.0
Unnamed: 77,Construction,0.0
Unnamed: 77,Wholesale Trade,0.0
Unnamed: 77,Retail Trade,0.0
Unnamed: 77,Land Transport & Supporting Services,0.0
Unnamed: 77,Water Transport & Supporting Services,0.0
Unnamed: 77,Air Transport & Supporting Services,0.0
Unnamed: 77,Other Transportation & Storage Services,0.0
Unnamed: 77,Accommodation,0.0
Unnamed: 77,Food & Beverage Services,0.0
Unnamed: 77,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 77,IT & Other Information Services,0.0
Unnamed: 77,Financial Services,0.0
Unnamed: 77,Insurance Services,0.0
Unnamed: 77,Real Estate Services,0.0
Unnamed: 77,"Legal, Accounting & Management Services",0.0
Unnamed: 77,Architectural & Engineering Services,0.0
Unnamed: 77,Other Professional Services,0.0
Unnamed: 77,Security & Investigation,0.0
Unnamed: 77,Cleaning & Landscaping,0.0
Unnamed: 77,Other Administrative & Support Services,0.0
Unnamed: 77,Public Administration & Education,0.0
Unnamed: 77,Health & Social Services,0.0
Unnamed: 77,"Arts, Entertainment & Recreation",0.0
Unnamed: 77,"Other Community, Social & Personal Services",0.0
Unnamed: 77,Others,0.0
Unnamed: 77,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 77,"Clerical, Sales & Service Workers",0.0
Unnamed: 77,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 78,"Food, Beverages & Tobacco",0.0
Unnamed: 78,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 78,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 78,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 78,"Electronic, Computer & Optical Products",0.0
Unnamed: 78,Transport Equipment,0.0
Unnamed: 78,Other Manufacturing Industries,0.0
Unnamed: 78,Construction,0.0
Unnamed: 78,Wholesale Trade,0.0
Unnamed: 78,Retail Trade,0.0
Unnamed: 78,Land Transport & Supporting Services,0.0
Unnamed: 78,Water Transport & Supporting Services,0.0
Unnamed: 78,Air Transport & Supporting Services,0.0
Unnamed: 78,Other Transportation & Storage Services,0.0
Unnamed: 78,Accommodation,0.0
Unnamed: 78,Food & Beverage Services,0.0
Unnamed: 78,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 78,IT & Other Information Services,0.0
Unnamed: 78,Financial Services,0.0
Unnamed: 78,Insurance Services,0.0
Unnamed: 78,Real Estate Services,0.0
Unnamed: 78,"Legal, Accounting & Management Services",0.0
Unnamed: 78,Architectural & Engineering Services,0.0
Unnamed: 78,Other Professional Services,0.0
Unnamed: 78,Security & Investigation,0.0
Unnamed: 78,Cleaning & Landscaping,0.0
Unnamed: 78,Other Administrative & Support Services,0.0
Unnamed: 78,Public Administration & Education,0.0
Unnamed: 78,Health & Social Services,0.0
Unnamed: 78,"Arts, Entertainment & Recreation",0.0
Unnamed: 78,"Other Community, Social & Personal Services",0.0
Unnamed: 78,Others,0.0
Unnamed: 78,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 78,"Clerical, Sales & Service Workers",0.0
Unnamed: 78,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 79,"Food, Beverages & Tobacco",0.0
Unnamed: 79,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 79,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 79,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 79,"Electronic, Computer & Optical Products",0.0
Unnamed: 79,Transport Equipment,0.0
Unnamed: 79,Other Manufacturing Industries,0.0
Unnamed: 79,Construction,0.0
Unnamed: 79,Wholesale Trade,0.0
Unnamed: 79,Retail Trade,0.0
Unnamed: 79,Land Transport & Supporting Services,0.0
Unnamed: 79,Water Transport & Supporting Services,0.0
Unnamed: 79,Air Transport & Supporting Services,0.0
Unnamed: 79,Other Transportation & Storage Services,0.0
Unnamed: 79,Accommodation,0.0
Unnamed: 79,Food & Beverage Services,0.0
Unnamed: 79,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 79,IT & Other Information Services,0.0
Unnamed: 79,Financial Services,0.0
Unnamed: 79,Insurance Services,0.0
Unnamed: 79,Real Estate Services,0.0
Unnamed: 79,"Legal, Accounting & Management Services",0.0
Unnamed: 79,Architectural & Engineering Services,0.0
Unnamed: 79,Other Professional Services,0.0
Unnamed: 79,Security & Investigation,0.0
Unnamed: 79,Cleaning & Landscaping,0.0
Unnamed: 79,Other Administrative & Support Services,0.0
Unnamed: 79,Public Administration & Education,0.0
Unnamed: 79,Health & Social Services,0.0
Unnamed: 79,"Arts, Entertainment & Recreation",0.0
Unnamed: 79,"Other Community, Social & Personal Services",0.0
Unnamed: 79,Others,0.0
Unnamed: 79,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 79,"Clerical, Sales & Service Workers",0.0
Unnamed: 79,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 80,"Food, Beverages & Tobacco",0.0
Unnamed: 80,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 80,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 80,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 80,"Electronic, Computer & Optical Products",0.0
Unnamed: 80,Transport Equipment,0.0
Unnamed: 80,Other Manufacturing Industries,0.0
Unnamed: 80,Construction,0.0
Unnamed: 80,Wholesale Trade,0.0
Unnamed: 80,Retail Trade,0.0
Unnamed: 80,Land Transport & Supporting Services,0.0
Unnamed: 80,Water Transport & Supporting Services,0.0
Unnamed: 80,Air Transport & Supporting Services,0.0
Unnamed: 80,Other Transportation & Storage Services,0.0
Unnamed: 80,Accommodation,0.0
Unnamed: 80,Food & Beverage Services,0.0
Unnamed: 80,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 80,IT & Other Information Services,0.0
Unnamed: 80,Financial Services,0.0
Unnamed: 80,Insurance Services,0.0
Unnamed: 80,Real Estate Services,0.0
Unnamed: 80,"Legal, Accounting & Management Services",0.0
Unnamed: 80,Architectural & Engineering Services,0.0
Unnamed: 80,Other Professional Services,0.0
Unnamed: 80,Security & Investigation,0.0
Unnamed: 80,Cleaning & Landscaping,0.0
Unnamed: 80,Other Administrative & Support Services,0.0
Unnamed: 80,Public Administration & Education,0.0
Unnamed: 80,Health & Social Services,0.0
Unnamed: 80,"Arts, Entertainment & Recreation",0.0
Unnamed: 80,"Other Community, Social & Personal Services",0.0
Unnamed: 80,Others,0.0
Unnamed: 80,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 80,"Clerical, Sales & Service Workers",0.0
Unnamed: 80,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 81,"Food, Beverages & Tobacco",0.0
Unnamed: 81,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 81,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 81,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 81,"Electronic, Computer & Optical Products",0.0
Unnamed: 81,Transport Equipment,0.0
Unnamed: 81,Other Manufacturing Industries,0.0
Unnamed: 81,Construction,0.0
Unnamed: 81,Wholesale Trade,0.0
Unnamed: 81,Retail Trade,0.0
Unnamed: 81,Land Transport & Supporting Services,0.0
Unnamed: 81,Water Transport & Supporting Services,0.0
Unnamed: 81,Air Transport & Supporting Services,0.0
Unnamed: 81,Other Transportation & Storage Services,0.0
Unnamed: 81,Accommodation,0.0
Unnamed: 81,Food & Beverage Services,0.0
Unnamed: 81,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 81,IT & Other Information Services,0.0
Unnamed: 81,Financial Services,0.0
Unnamed: 81,Insurance Services,0.0
Unnamed: 81,Real Estate Services,0.0
Unnamed: 81,"Legal, Accounting & Management Services",0.0
Unnamed: 81,Architectural & Engineering Services,0.0
Unnamed: 81,Other Professional Services,0.0
Unnamed: 81,Security & Investigation,0.0
Unnamed: 81,Cleaning & Landscaping,0.0
Unnamed: 81,Other Administrative & Support Services,0.0
Unnamed: 81,Public Administration & Education,0.0
Unnamed: 81,Health & Social Services,0.0
Unnamed: 81,"Arts, Entertainment & Recreation",0.0
Unnamed: 81,"Other Community, Social & Personal Services",0.0
Unnamed: 81,Others,0.0
Unnamed: 81,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 81,"Clerical, Sales & Service Workers",0.0
Unnamed: 81,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 82,"Food, Beverages & Tobacco",0.0
Unnamed: 82,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 82,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 82,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 82,"Electronic, Computer & Optical Products",0.0
Unnamed: 82,Transport Equipment,0.0
Unnamed: 82,Other Manufacturing Industries,0.0
Unnamed: 82,Construction,0.0
Unnamed: 82,Wholesale Trade,0.0
Unnamed: 82,Retail Trade,0.0
Unnamed: 82,Land Transport & Supporting Services,0.0
Unnamed: 82,Water Transport & Supporting Services,0.0
Unnamed: 82,Air Transport & Supporting Services,0.0
Unnamed: 82,Other Transportation & Storage Services,0.0
Unnamed: 82,Accommodation,0.0
Unnamed: 82,Food & Beverage Services,0.0
Unnamed: 82,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 82,IT & Other Information Services,0.0
Unnamed: 82,Financial Services,0.0
Unnamed: 82,Insurance Services,0.0
Unnamed: 82,Real Estate Services,0.0
Unnamed: 82,"Legal, Accounting & Management Services",0.0
Unnamed: 82,Architectural & Engineering Services,0.0
Unnamed: 82,Other Professional Services,0.0
Unnamed: 82,Security & Investigation,0.0
Unnamed: 82,Cleaning & Landscaping,0.0
Unnamed: 82,Other Administrative & Support Services,0.0
Unnamed: 82,Public Administration & Education,0.0
Unnamed: 82,Health & Social Services,0.0
Unnamed: 82,"Arts, Entertainment & Recreation",0.0
Unnamed: 82,"Other Community, Social & Personal Services",0.0
Unnamed: 82,Others,0.0
Unnamed: 82,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 82,"Clerical, Sales & Service Workers",0.0
Unnamed: 82,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 83,"Food, Beverages & Tobacco",0.0
Unnamed: 83,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 83,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 83,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 83,"Electronic, Computer & Optical Products",0.0
Unnamed: 83,Transport Equipment,0.0
Unnamed: 83,Other Manufacturing Industries,0.0
Unnamed: 83,Construction,0.0
Unnamed: 83,Wholesale Trade,0.0
Unnamed: 83,Retail Trade,0.0
Unnamed: 83,Land Transport & Supporting Services,0.0
Unnamed: 83,Water Transport & Supporting Services,0.0
Unnamed: 83,Air Transport & Supporting Services,0.0
Unnamed: 83,Other Transportation & Storage Services,0.0
Unnamed: 83,Accommodation,0.0
Unnamed: 83,Food & Beverage Services,0.0
Unnamed: 83,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 83,IT & Other Information Services,0.0
Unnamed: 83,Financial Services,0.0
Unnamed: 83,Insurance Services,0.0
Unnamed: 83,Real Estate Services,0.0
Unnamed: 83,"Legal, Accounting & Management Services",0.0
Unnamed: 83,Architectural & Engineering Services,0.0
Unnamed: 83,Other Professional Services,0.0
Unnamed: 83,Security & Investigation,0.0
Unnamed: 83,Cleaning & Landscaping,0.0
Unnamed: 83,Other Administrative & Support Services,0.0
Unnamed: 83,Public Administration & Education,0.0
Unnamed: 83,Health & Social Services,0.0
Unnamed: 83,"Arts, Entertainment & Recreation",0.0
Unnamed: 83,"Other Community, Social & Personal Services",0.0
Unnamed: 83,Others,0.0
Unnamed: 83,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 83,"Clerical, Sales & Service Workers",0.0
Unnamed: 83,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 84,"Food, Beverages & Tobacco",0.0
Unnamed: 84,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 84,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 84,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 84,"Electronic, Computer & Optical Products",0.0
Unnamed: 84,Transport Equipment,0.0
Unnamed: 84,Other Manufacturing Industries,0.0
Unnamed: 84,Construction,0.0
Unnamed: 84,Wholesale Trade,0.0
Unnamed: 84,Retail Trade,0.0
Unnamed: 84,Land Transport & Supporting Services,0.0
Unnamed: 84,Water Transport & Supporting Services,0.0
Unnamed: 84,Air Transport & Supporting Services,0.0
Unnamed: 84,Other Transportation & Storage Services,0.0
Unnamed: 84,Accommodation,0.0
Unnamed: 84,Food & Beverage Services,0.0
Unnamed: 84,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 84,IT & Other Information Services,0.0
Unnamed: 84,Financial Services,0.0
Unnamed: 84,Insurance Services,0.0
Unnamed: 84,Real Estate Services,0.0
Unnamed: 84,"Legal, Accounting & Management Services",0.0
Unnamed: 84,Architectural & Engineering Services,0.0
Unnamed: 84,Other Professional Services,0.0
Unnamed: 84,Security & Investigation,0.0
Unnamed: 84,Cleaning & Landscaping,0.0
Unnamed: 84,Other Administrative & Support Services,0.0
Unnamed: 84,Public Administration & Education,0.0
Unnamed: 84,Health & Social Services,0.0
Unnamed: 84,"Arts, Entertainment & Recreation",0.0
Unnamed: 84,"Other Community, Social & Personal Services",0.0
Unnamed: 84,Others,0.0
Unnamed: 84,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 84,"Clerical, Sales & Service Workers",0.0
Unnamed: 84,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 85,"Food, Beverages & Tobacco",0.0
Unnamed: 85,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 85,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 85,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 85,"Electronic, Computer & Optical Products",0.0
Unnamed: 85,Transport Equipment,0.0
Unnamed: 85,Other Manufacturing Industries,0.0
Unnamed: 85,Construction,0.0
Unnamed: 85,Wholesale Trade,0.0
Unnamed: 85,Retail Trade,0.0
Unnamed: 85,Land Transport & Supporting Services,0.0
Unnamed: 85,Water Transport & Supporting Services,0.0
Unnamed: 85,Air Transport & Supporting Services,0.0
Unnamed: 85,Other Transportation & Storage Services,0.0
Unnamed: 85,Accommodation,0.0
Unnamed: 85,Food & Beverage Services,0.0
Unnamed: 85,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 85,IT & Other Information Services,0.0
Unnamed: 85,Financial Services,0.0
Unnamed: 85,Insurance Services,0.0
Unnamed: 85,Real Estate Services,0.0
Unnamed: 85,"Legal, Accounting & Management Services",0.0
Unnamed: 85,Architectural & Engineering Services,0.0
Unnamed: 85,Other Professional Services,0.0
Unnamed: 85,Security & Investigation,0.0
Unnamed: 85,Cleaning & Landscaping,0.0
Unnamed: 85,Other Administrative & Support Services,0.0
Unnamed: 85,Public Administration & Education,0.0
Unnamed: 85,Health & Social Services,0.0
Unnamed: 85,"Arts, Entertainment & Recreation",0.0
Unnamed: 85,"Other Community, Social & Personal Services",0.0
Unnamed: 85,Others,0.0
Unnamed: 85,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 85,"Clerical, Sales & Service Workers",0.0
Unnamed: 85,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 86,"Food, Beverages & Tobacco",0.0
Unnamed: 86,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 86,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 86,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 86,"Electronic, Computer & Optical Products",0.0
Unnamed: 86,Transport Equipment,0.0
Unnamed: 86,Other Manufacturing Industries,0.0
Unnamed: 86,Construction,0.0
Unnamed: 86,Wholesale Trade,0.0
Unnamed: 86,Retail Trade,0.0
Unnamed: 86,Land Transport & Supporting Services,0.0
Unnamed: 86,Water Transport & Supporting Services,0.0
Unnamed: 86,Air Transport & Supporting Services,0.0
Unnamed: 86,Other Transportation & Storage Services,0.0
Unnamed: 86,Accommodation,0.0
Unnamed: 86,Food & Beverage Services,0.0
Unnamed: 86,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 86,IT & Other Information Services,0.0
Unnamed: 86,Financial Services,0.0
Unnamed: 86,Insurance Services,0.0
Unnamed: 86,Real Estate Services,0.0
Unnamed: 86,"Legal, Accounting & Management Services",0.0
Unnamed: 86,Architectural & Engineering Services,0.0
Unnamed: 86,Other Professional Services,0.0
Unnamed: 86,Security & Investigation,0.0
Unnamed: 86,Cleaning & Landscaping,0.0
Unnamed: 86,Other Administrative & Support Services,0.0
Unnamed: 86,Public Administration & Education,0.0
Unnamed: 86,Health & Social Services,0.0
Unnamed: 86,"Arts, Entertainment & Recreation",0.0
Unnamed: 86,"Other Community, Social & Personal Services",0.0
Unnamed: 86,Others,0.0
Unnamed: 86,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 86,"Clerical, Sales & Service Workers",0.0
Unnamed: 86,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 87,"Food, Beverages & Tobacco",0.0
Unnamed: 87,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 87,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 87,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 87,"Electronic, Computer & Optical Products",0.0
Unnamed: 87,Transport Equipment,0.0
Unnamed: 87,Other Manufacturing Industries,0.0
Unnamed: 87,Construction,0.0
Unnamed: 87,Wholesale Trade,0.0
Unnamed: 87,Retail Trade,0.0
Unnamed: 87,Land Transport & Supporting Services,0.0
Unnamed: 87,Water Transport & Supporting Services,0.0
Unnamed: 87,Air Transport & Supporting Services,0.0
Unnamed: 87,Other Transportation & Storage Services,0.0
Unnamed: 87,Accommodation,0.0
Unnamed: 87,Food & Beverage Services,0.0
Unnamed: 87,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 87,IT & Other Information Services,0.0
Unnamed: 87,Financial Services,0.0
Unnamed: 87,Insurance Services,0.0
Unnamed: 87,Real Estate Services,0.0
Unnamed: 87,"Legal, Accounting & Management Services",0.0
Unnamed: 87,Architectural & Engineering Services,0.0
Unnamed: 87,Other Professional Services,0.0
Unnamed: 87,Security & Investigation,0.0
Unnamed: 87,Cleaning & Landscaping,0.0
Unnamed: 87,Other Administrative & Support Services,0.0
Unnamed: 87,Public Administration & Education,0.0
Unnamed: 87,Health & Social Services,0.0
Unnamed: 87,"Arts, Entertainment & Recreation",0.0
Unnamed: 87,"Other Community, Social & Personal Services",0.0
Unnamed: 87,Others,0.0
Unnamed: 87,"Professionals, Managers, Executives & Technicians",0.0
Unnamed: 87,"Clerical, Sales & Service Workers",0.0
Unnamed: 87,"Production & Transport Operators, Cleaners & Labourers",0.0
Unnamed: 88,"Food, Beverages & Tobacco",0.0
Unnamed: 88,Paper/Rubber/Plastic Products & Printing,0.0
Unnamed: 88,"Petroleum, Chemical & Pharmaceutical Products",0.0
Unnamed: 88,"Fabricated Metal Products, Machinery & Equipment",0.0
Unnamed: 88,"Electronic, Computer & Optical Products",0.0
Unnamed: 88,Transport Equipment,0.0
Unnamed: 88,Other Manufacturing Industries,0.0
Unnamed: 88,Construction,0.0
Unnamed: 88,Wholesale Trade,0.0
Unnamed: 88,Retail Trade,0.0
Unnamed: 88,Land Transport & Supporting Services,0.0
Unnamed: 88,Water Transport & Supporting Services,0.0
Unnamed: 88,Air Transport & Supporting Services,0.0
Unnamed: 88,Other Transportation & Storage Services,0.0
Unnamed: 88,Accommodation,0.0
Unnamed: 88,Food & Beverage Services,0.0
Unnamed: 88,"Telecommunications, Broadcasting & Publishing",0.0
Unnamed: 88,IT & Other Information Services,0.0
Unnamed: 88,Financial Services,0.0
Unnamed: 88,Insurance Services,0.0
Unnamed: 88,Real Estate Services,0.0
Unnamed: 88,"Legal, Accounting & Management Services",0.0
Unnamed: 88,Architectural & Engineering Services,0.0
Unnamed: 88,Other Professional Services,0.0
Unnamed: 88,Security & Investigation,0.0
Unnamed: 88,Cleaning & Landscaping,0.0
Unnamed: 88,Other Administrative & Support Services,0.0
Unnamed: 88,Public Administration & Education,0.0
