Year,Age,Occupation,Employed
2010,20-24,Service & Sales Workers,10.6
2010,20-24,Craftsmen & Related Trade Workers,1.7
2010,20-24,Plant & Machine Operators & Assemblers,2.4
2010,20-24,"Cleaners, Labourers & Related Workers",2.0
2010,20-24,Others,37.0
2010,25-29,Managers & Administrators (Including Working Proprietors),12.2
2010,25-29,Professionals,35.7
2010,25-29,Associate Professionals & Technicians,24.4
2010,25-29,Clerical Support Workers,7.6
2010,25-29,Service & Sales Workers,12.3
2010,25-29,Craftsmen & Related Trade Workers,3.7
2010,25-29,Plant & Machine Operators & Assemblers,4.1
2010,25-29,"Cleaners, Labourers & Related Workers",2.4
2010,25-29,Others,4.4
2010,30-34,Managers & Administrators (Including Working Proprietors),23.3
2010,30-34,Professionals,44.5
2010,30-34,Associate Professionals & Technicians,27.0
2010,30-34,Clerical Support Workers,5.4
2010,30-34,Service & Sales Workers,10.6
2010,30-34,Craftsmen & Related Trade Workers,5.4
2010,30-34,Plant & Machine Operators & Assemblers,4.9
2010,30-34,"Cleaners, Labourers & Related Workers",2.8
2010,30-34,Others,3.4
2010,35-39,Managers & Administrators (Including Working Proprietors),41.0
2010,35-39,Professionals,40.0
2010,35-39,Associate Professionals & Technicians,26.6
2010,35-39,Clerical Support Workers,5.5
2010,35-39,Service & Sales Workers,10.9
2010,35-39,Craftsmen & Related Trade Workers,7.8
2010,35-39,Plant & Machine Operators & Assemblers,8.7
2010,35-39,"Cleaners, Labourers & Related Workers",3.5
2010,35-39,Others,1.7
2010,40-44,Managers & Administrators (Including Working Proprietors),41.7
2010,40-44,Professionals,26.8
2010,40-44,Associate Professionals & Technicians,21.1
2010,40-44,Clerical Support Workers,5.3
2010,40-44,Service & Sales Workers,9.8
2010,40-44,Craftsmen & Related Trade Workers,10.4
2010,40-44,Plant & Machine Operators & Assemblers,15.1
2010,40-44,"Cleaners, Labourers & Related Workers",6.1
2010,40-44,Others,1.4
2010,45-49,Managers & Administrators (Including Working Proprietors),39.1
2010,45-49,Professionals,21.8
2010,45-49,Associate Professionals & Technicians,20.7
2010,45-49,Clerical Support Workers,5.9
2010,45-49,Service & Sales Workers,13.3
2010,45-49,Craftsmen & Related Trade Workers,15.1
2010,45-49,Plant & Machine Operators & Assemblers,21.9
2010,45-49,"Cleaners, Labourers & Related Workers",10.3
2010,45-49,Others,1.4
2010,50-54,Managers & Administrators (Including Working Proprietors),32.5
2010,50-54,Professionals,14.0
2010,50-54,Associate Professionals & Technicians,18.0
2010,50-54,Clerical Support Workers,5.4
2010,50-54,Service & Sales Workers,11.9
2010,50-54,Craftsmen & Related Trade Workers,13.6
2010,50-54,Plant & Machine Operators & Assemblers,25.9
2010,50-54,"Cleaners, Labourers & Related Workers",10.3
2010,50-54,Others,0.4
2010,55-59,Managers & Administrators (Including Working Proprietors),22.5
2010,55-59,Professionals,10.0
2010,55-59,Associate Professionals & Technicians,13.3
2010,55-59,Clerical Support Workers,4.3
2010,55-59,Service & Sales Workers,11.1
2010,55-59,Craftsmen & Related Trade Workers,11.9
2010,55-59,Plant & Machine Operators & Assemblers,23.2
2010,55-59,"Cleaners, Labourers & Related Workers",10.3
2010,55-59,Others,0.5
2010,60-64,Managers & Administrators (Including Working Proprietors),12.9
2010,60-64,Professionals,5.8
2010,60-64,Associate Professionals & Technicians,5.2
2010,60-64,Clerical Support Workers,2.8
2010,60-64,Service & Sales Workers,7.5
2010,60-64,Craftsmen & Related Trade Workers,5.7
2010,60-64,Plant & Machine Operators & Assemblers,13.9
2010,60-64,"Cleaners, Labourers & Related Workers",7.3
2010,60-64,Others,0.2
2010,65+,Managers & Administrators (Including Working Proprietors),6.3
2010,65+,Professionals,3.4
2010,65+,Associate Professionals & Technicians,2.4
2010,65+,Clerical Support Workers,2.4
2010,65+,Service & Sales Workers,6.9
2010,65+,Craftsmen & Related Trade Workers,2.7
2010,65+,Plant & Machine Operators & Assemblers,5.6
2010,65+,"Cleaners, Labourers & Related Workers",10.5
2010,65+,Others,0.2
2009,15-19,Managers & Administrators (Including Working Proprietors),0.0
2009,15-19,Professionals,0.0
2009,15-19,Associate Professionals & Technicians,0.4
2009,15-19,Clerical Support Workers,0.7
2009,15-19,Service & Sales Workers,2.7
2009,15-19,Craftsmen & Related Trade Workers,0.2
2009,15-19,Plant & Machine Operators & Assemblers,0.2
2009,15-19,"Cleaners, Labourers & Related Workers",0.9
2009,15-19,Others,11.8
2009,20-24,Managers & Administrators (Including Working Proprietors),0.8
2009,20-24,Professionals,3.6
2009,20-24,Associate Professionals & Technicians,6.9
2009,20-24,Clerical Support Workers,7.1
2009,20-24,Service & Sales Workers,9.5
2009,20-24,Craftsmen & Related Trade Workers,1.1
2009,20-24,Plant & Machine Operators & Assemblers,2.9
2009,20-24,"Cleaners, Labourers & Related Workers",2.1
2009,20-24,Others,36.3
2009,25-29,Managers & Administrators (Including Working Proprietors),8.0
2009,25-29,Professionals,32.7
2009,25-29,Associate Professionals & Technicians,26.5
2009,25-29,Clerical Support Workers,8.1
2009,25-29,Service & Sales Workers,11.8
2009,25-29,Craftsmen & Related Trade Workers,3.7
2009,25-29,Plant & Machine Operators & Assemblers,4.4
2009,25-29,"Cleaners, Labourers & Related Workers",2.6
2009,25-29,Others,4.6
2009,30-34,Managers & Administrators (Including Working Proprietors),22.7
2009,30-34,Professionals,43.6
2009,30-34,Associate Professionals & Technicians,27.1
2009,30-34,Clerical Support Workers,4.7
2009,30-34,Service & Sales Workers,10.1
2009,30-34,Craftsmen & Related Trade Workers,5.1
2009,30-34,Plant & Machine Operators & Assemblers,5.6
2009,30-34,"Cleaners, Labourers & Related Workers",2.2
2009,30-34,Others,3.4
2009,35-39,Managers & Administrators (Including Working Proprietors),36.8
2009,35-39,Professionals,36.5
2009,35-39,Associate Professionals & Technicians,24.1
2009,35-39,Clerical Support Workers,5.0
2009,35-39,Service & Sales Workers,10.7
2009,35-39,Craftsmen & Related Trade Workers,7.9
2009,35-39,Plant & Machine Operators & Assemblers,9.0
2009,35-39,"Cleaners, Labourers & Related Workers",3.4
2009,35-39,Others,1.7
2009,40-44,Managers & Administrators (Including Working Proprietors),39.8
2009,40-44,Professionals,29.1
2009,40-44,Associate Professionals & Technicians,20.5
2009,40-44,Clerical Support Workers,6.9
2009,40-44,Service & Sales Workers,12.7
2009,40-44,Craftsmen & Related Trade Workers,11.0
2009,40-44,Plant & Machine Operators & Assemblers,17.3
2009,40-44,"Cleaners, Labourers & Related Workers",6.4
2009,40-44,Others,1.3
2009,45-49,Managers & Administrators (Including Working Proprietors),38.7
2009,45-49,Professionals,18.7
2009,45-49,Associate Professionals & Technicians,20.3
2009,45-49,Clerical Support Workers,6.4
2009,45-49,Service & Sales Workers,13.4
2009,45-49,Craftsmen & Related Trade Workers,15.1
2009,45-49,Plant & Machine Operators & Assemblers,23.1
2009,45-49,"Cleaners, Labourers & Related Workers",8.9
2009,45-49,Others,1.7
2009,50-54,Managers & Administrators (Including Working Proprietors),31.2
2009,50-54,Professionals,12.8
2009,50-54,Associate Professionals & Technicians,15.2
2009,50-54,Clerical Support Workers,7.2
2009,50-54,Service & Sales Workers,12.0
2009,50-54,Craftsmen & Related Trade Workers,15.4
2009,50-54,Plant & Machine Operators & Assemblers,26.7
2009,50-54,"Cleaners, Labourers & Related Workers",10.5
2009,50-54,Others,1.1
2009,55-59,Managers & Administrators (Including Working Proprietors),18.8
2009,55-59,Professionals,8.5
2009,55-59,Associate Professionals & Technicians,11.2
2009,55-59,Clerical Support Workers,5.2
2009,55-59,Service & Sales Workers,10.8
2009,55-59,Craftsmen & Related Trade Workers,10.5
2009,55-59,Plant & Machine Operators & Assemblers,21.7
2009,55-59,"Cleaners, Labourers & Related Workers",9.1
2009,55-59,Others,0.4
2009,60-64,Managers & Administrators (Including Working Proprietors),11.0
2009,60-64,Professionals,3.9
2009,60-64,Associate Professionals & Technicians,4.2
2009,60-64,Clerical Support Workers,3.1
2009,60-64,Service & Sales Workers,7.8
2009,60-64,Craftsmen & Related Trade Workers,6.4
2009,60-64,Plant & Machine Operators & Assemblers,13.0
2009,60-64,"Cleaners, Labourers & Related Workers",7.8
2009,60-64,Others,0.3
2009,65+,Managers & Administrators (Including Working Proprietors),6.3
2009,65+,Professionals,2.7
2009,65+,Associate Professionals & Technicians,1.8
2009,65+,Clerical Support Workers,2.2
2009,65+,Service & Sales Workers,6.4
2009,65+,Craftsmen & Related Trade Workers,3.0
2009,65+,Plant & Machine Operators & Assemblers,6.5
2009,65+,"Cleaners, Labourers & Related Workers",11.0
2009,65+,Others,0.0
2008,15-19,Managers & Administrators (Including Working Proprietors),0.0
2008,15-19,Professionals,0.2
2008,15-19,Associate Professionals & Technicians,0.3
2008,15-19,Clerical Support Workers,0.9
2008,15-19,Service & Sales Workers,3.6
2008,15-19,Craftsmen & Related Trade Workers,0.3
2008,15-19,Plant & Machine Operators & Assemblers,0.3
2008,15-19,"Cleaners, Labourers & Related Workers",1.3
2008,15-19,Others,12.0
2008,20-24,Managers & Administrators (Including Working Proprietors),0.9
2008,20-24,Professionals,4.8
2008,20-24,Associate Professionals & Technicians,7.8
2008,20-24,Clerical Support Workers,7.5
2008,20-24,Service & Sales Workers,8.6
2008,20-24,Craftsmen & Related Trade Workers,1.8
2008,20-24,Plant & Machine Operators & Assemblers,2.0
2008,20-24,"Cleaners, Labourers & Related Workers",1.8
2008,20-24,Others,34.8
2008,25-29,Managers & Administrators (Including Working Proprietors),8.0
2008,25-29,Professionals,31.9
2008,25-29,Associate Professionals & Technicians,24.2
2008,25-29,Clerical Support Workers,7.2
2008,25-29,Service & Sales Workers,9.9
2008,25-29,Craftsmen & Related Trade Workers,4.2
2008,25-29,Plant & Machine Operators & Assemblers,3.6
2008,25-29,"Cleaners, Labourers & Related Workers",2.5
2008,25-29,Others,6.4
2008,30-34,Managers & Administrators (Including Working Proprietors),22.6
2008,30-34,Professionals,41.4
2008,30-34,Associate Professionals & Technicians,26.8
2008,30-34,Clerical Support Workers,5.2
2008,30-34,Service & Sales Workers,9.4
2008,30-34,Craftsmen & Related Trade Workers,5.7
2008,30-34,Plant & Machine Operators & Assemblers,4.8
2008,30-34,"Cleaners, Labourers & Related Workers",2.4
2008,30-34,Others,2.6
2008,35-39,Managers & Administrators (Including Working Proprietors),37.8
2008,35-39,Professionals,37.8
2008,35-39,Associate Professionals & Technicians,26.2
2008,35-39,Clerical Support Workers,5.9
2008,35-39,Service & Sales Workers,10.3
2008,35-39,Craftsmen & Related Trade Workers,7.4
2008,35-39,Plant & Machine Operators & Assemblers,9.6
2008,35-39,"Cleaners, Labourers & Related Workers",4.5
2008,35-39,Others,2.2
2008,40-44,Managers & Administrators (Including Working Proprietors),38.6
2008,40-44,Professionals,26.6
2008,40-44,Associate Professionals & Technicians,23.1
2008,40-44,Clerical Support Workers,6.7
2008,40-44,Service & Sales Workers,12.4
2008,40-44,Craftsmen & Related Trade Workers,11.6
2008,40-44,Plant & Machine Operators & Assemblers,18.1
2008,40-44,"Cleaners, Labourers & Related Workers",6.6
2008,40-44,Others,1.6
2008,45-49,Managers & Administrators (Including Working Proprietors),36.3
2008,45-49,Professionals,19.3
2008,45-49,Associate Professionals & Technicians,20.7
2008,45-49,Clerical Support Workers,7.6
2008,45-49,Service & Sales Workers,13.9
2008,45-49,Craftsmen & Related Trade Workers,16.7
2008,45-49,Plant & Machine Operators & Assemblers,25.1
2008,45-49,"Cleaners, Labourers & Related Workers",9.1
2008,45-49,Others,1.3
2008,50-54,Managers & Administrators (Including Working Proprietors),28.5
2008,50-54,Professionals,12.1
2008,50-54,Associate Professionals & Technicians,16.5
2008,50-54,Clerical Support Workers,7.1
2008,50-54,Service & Sales Workers,13.9
2008,50-54,Craftsmen & Related Trade Workers,16.1
2008,50-54,Plant & Machine Operators & Assemblers,24.9
2008,50-54,"Cleaners, Labourers & Related Workers",10.5
2008,50-54,Others,0.6
2008,55-59,Managers & Administrators (Including Working Proprietors),20.0
2008,55-59,Professionals,8.2
2008,55-59,Associate Professionals & Technicians,10.6
2008,55-59,Clerical Support Workers,5.3
2008,55-59,Service & Sales Workers,10.9
2008,55-59,Craftsmen & Related Trade Workers,9.7
2008,55-59,Plant & Machine Operators & Assemblers,20.2
2008,55-59,"Cleaners, Labourers & Related Workers",8.9
2008,55-59,Others,0.2
2008,60-64,Managers & Administrators (Including Working Proprietors),9.8
2008,60-64,Professionals,3.4
2008,60-64,Associate Professionals & Technicians,3.7
2008,60-64,Clerical Support Workers,2.6
2008,60-64,Service & Sales Workers,5.9
2008,60-64,Craftsmen & Related Trade Workers,5.2
2008,60-64,Plant & Machine Operators & Assemblers,11.9
2008,60-64,"Cleaners, Labourers & Related Workers",7.1
2008,60-64,Others,0.2
2008,65+,Managers & Administrators (Including Working Proprietors),5.6
2008,65+,Professionals,1.9
2008,65+,Associate Professionals & Technicians,1.5
2008,65+,Clerical Support Workers,1.7
2008,65+,Service & Sales Workers,6.3
2008,65+,Craftsmen & Related Trade Workers,2.4
2008,65+,Plant & Machine Operators & Assemblers,5.9
2008,65+,"Cleaners, Labourers & Related Workers",9.1
2008,65+,Others,0.1
2007,15-19,Managers & Administrators (Including Working Proprietors),0.0
2007,15-19,Professionals,0.2
2007,15-19,Associate Professionals & Technicians,0.4
2007,15-19,Clerical Support Workers,0.9
2007,15-19,Service & Sales Workers,3.4
2007,15-19,Craftsmen & Related Trade Workers,0.0
2007,15-19,Plant & Machine Operators & Assemblers,0.4
2007,15-19,"Cleaners, Labourers & Related Workers",1.1
2007,15-19,Others,14.1
2007,20-24,Managers & Administrators (Including Working Proprietors),0.9
2007,20-24,Professionals,4.1
2007,20-24,Associate Professionals & Technicians,8.5
2007,20-24,Clerical Support Workers,5.8
2007,20-24,Service & Sales Workers,10.1
2007,20-24,Craftsmen & Related Trade Workers,2.4
2007,20-24,Plant & Machine Operators & Assemblers,2.6
2007,20-24,"Cleaners, Labourers & Related Workers",1.8
2007,20-24,Others,31.8
2007,25-29,Managers & Administrators (Including Working Proprietors),6.8
2007,25-29,Professionals,29.2
2007,25-29,Associate Professionals & Technicians,25.0
2007,25-29,Clerical Support Workers,6.6
2007,25-29,Service & Sales Workers,13.2
2007,25-29,Craftsmen & Related Trade Workers,4.2
2007,25-29,Plant & Machine Operators & Assemblers,3.7
2007,25-29,"Cleaners, Labourers & Related Workers",3.1
2007,25-29,Others,6.4
2007,30-34,Managers & Administrators (Including Working Proprietors),22.9
2007,30-34,Professionals,40.5
2007,30-34,Associate Professionals & Technicians,26.5
2007,30-34,Clerical Support Workers,6.4
2007,30-34,Service & Sales Workers,10.5
2007,30-34,Craftsmen & Related Trade Workers,6.2
2007,30-34,Plant & Machine Operators & Assemblers,6.7
2007,30-34,"Cleaners, Labourers & Related Workers",3.6
2007,30-34,Others,3.3
2007,35-39,Managers & Administrators (Including Working Proprietors),34.3
2007,35-39,Professionals,35.5
2007,35-39,Associate Professionals & Technicians,24.6
2007,35-39,Clerical Support Workers,5.9
2007,35-39,Service & Sales Workers,10.5
2007,35-39,Craftsmen & Related Trade Workers,9.6
2007,35-39,Plant & Machine Operators & Assemblers,10.9
2007,35-39,"Cleaners, Labourers & Related Workers",4.9
2007,35-39,Others,1.9
2007,40-44,Managers & Administrators (Including Working Proprietors),38.1
2007,40-44,Professionals,24.0
2007,40-44,Associate Professionals & Technicians,21.1
2007,40-44,Clerical Support Workers,7.4
2007,40-44,Service & Sales Workers,12.7
2007,40-44,Craftsmen & Related Trade Workers,12.9
2007,40-44,Plant & Machine Operators & Assemblers,18.8
2007,40-44,"Cleaners, Labourers & Related Workers",8.3
2007,40-44,Others,1.4
2007,45-49,Managers & Administrators (Including Working Proprietors),34.1
2007,45-49,Professionals,16.2
2007,45-49,Associate Professionals & Technicians,18.7
2007,45-49,Clerical Support Workers,6.8
2007,45-49,Service & Sales Workers,15.2
2007,45-49,Craftsmen & Related Trade Workers,16.7
2007,45-49,Plant & Machine Operators & Assemblers,26.9
2007,45-49,"Cleaners, Labourers & Related Workers",10.3
2007,45-49,Others,1.6
2007,50-54,Managers & Administrators (Including Working Proprietors),28.3
2007,50-54,Professionals,9.3
2007,50-54,Associate Professionals & Technicians,14.2
2007,50-54,Clerical Support Workers,6.4
2007,50-54,Service & Sales Workers,15.0
2007,50-54,Craftsmen & Related Trade Workers,16.1
2007,50-54,Plant & Machine Operators & Assemblers,25.7
2007,50-54,"Cleaners, Labourers & Related Workers",12.3
2007,50-54,Others,0.6
2007,55-59,Managers & Administrators (Including Working Proprietors),17.7
2007,55-59,Professionals,8.4
2007,55-59,Associate Professionals & Technicians,8.7
2007,55-59,Clerical Support Workers,4.8
2007,55-59,Service & Sales Workers,11.4
2007,55-59,Craftsmen & Related Trade Workers,11.6
2007,55-59,Plant & Machine Operators & Assemblers,20.5
2007,55-59,"Cleaners, Labourers & Related Workers",9.5
2007,55-59,Others,0.4
2007,60-64,Managers & Administrators (Including Working Proprietors),7.4
2007,60-64,Professionals,2.8
2007,60-64,Associate Professionals & Technicians,3.3
2007,60-64,Clerical Support Workers,2.1
2007,60-64,Service & Sales Workers,6.7
2007,60-64,Craftsmen & Related Trade Workers,4.3
2007,60-64,Plant & Machine Operators & Assemblers,9.0
2007,60-64,"Cleaners, Labourers & Related Workers",7.3
2007,60-64,Others,0.1
2007,65+,Managers & Administrators (Including Working Proprietors),5.3
2007,65+,Professionals,1.8
2007,65+,Associate Professionals & Technicians,1.0
2007,65+,Clerical Support Workers,1.7
2007,65+,Service & Sales Workers,6.3
2007,65+,Craftsmen & Related Trade Workers,2.0
2007,65+,Plant & Machine Operators & Assemblers,5.4
2007,65+,"Cleaners, Labourers & Related Workers",8.6
2007,65+,Others,0.0
2005,15-19,Managers & Administrators (Including Working Proprietors),0.0
2005,15-19,Professionals,0.0
2005,15-19,Associate Professionals & Technicians,0.0
2005,15-19,Clerical Support Workers,0.3
2005,15-19,Service & Sales Workers,1.8
2005,15-19,Craftsmen & Related Trade Workers,0.1
2005,15-19,Plant & Machine Operators & Assemblers,0.2
2005,15-19,"Cleaners, Labourers & Related Workers",0.5
2005,15-19,Others,9.5
2005,20-24,Managers & Administrators (Including Working Proprietors),0.6
2005,20-24,Professionals,2.8
2005,20-24,Associate Professionals & Technicians,7.4
2005,20-24,Clerical Support Workers,4.3
2005,20-24,Service & Sales Workers,11.9
2005,20-24,Craftsmen & Related Trade Workers,2.7
2005,20-24,Plant & Machine Operators & Assemblers,2.5
2005,20-24,"Cleaners, Labourers & Related Workers",2.2
2005,20-24,Others,26.9
2005,25-29,Managers & Administrators (Including Working Proprietors),6.2
2005,25-29,Professionals,28.7
2005,25-29,Associate Professionals & Technicians,25.1
2005,25-29,Clerical Support Workers,6.1
2005,25-29,Service & Sales Workers,14.4
2005,25-29,Craftsmen & Related Trade Workers,6.9
2005,25-29,Plant & Machine Operators & Assemblers,4.7
2005,25-29,"Cleaners, Labourers & Related Workers",2.1
2005,25-29,Others,7.1
2005,30-34,Managers & Administrators (Including Working Proprietors),19.8
2005,30-34,Professionals,37.1
2005,30-34,Associate Professionals & Technicians,26.1
2005,30-34,Clerical Support Workers,7.1
2005,30-34,Service & Sales Workers,13.0
2005,30-34,Craftsmen & Related Trade Workers,10.4
2005,30-34,Plant & Machine Operators & Assemblers,9.3
2005,30-34,"Cleaners, Labourers & Related Workers",3.0
2005,30-34,Others,2.5
2005,35-39,Managers & Administrators (Including Working Proprietors),29.3
2005,35-39,Professionals,27.8
2005,35-39,Associate Professionals & Technicians,22.5
2005,35-39,Clerical Support Workers,7.4
2005,35-39,Service & Sales Workers,14.3
2005,35-39,Craftsmen & Related Trade Workers,13.9
2005,35-39,Plant & Machine Operators & Assemblers,15.5
2005,35-39,"Cleaners, Labourers & Related Workers",4.5
2005,35-39,Others,2.0
2005,40-44,Managers & Administrators (Including Working Proprietors),34.1
2005,40-44,Professionals,19.7
2005,40-44,Associate Professionals & Technicians,18.3
2005,40-44,Clerical Support Workers,8.2
2005,40-44,Service & Sales Workers,16.4
2005,40-44,Craftsmen & Related Trade Workers,20.7
2005,40-44,Plant & Machine Operators & Assemblers,22.9
2005,40-44,"Cleaners, Labourers & Related Workers",7.3
2005,40-44,Others,2.4
2005,45-49,Managers & Administrators (Including Working Proprietors),29.4
2005,45-49,Professionals,11.3
2005,45-49,Associate Professionals & Technicians,15.9
2005,45-49,Clerical Support Workers,7.3
2005,45-49,Service & Sales Workers,16.9
2005,45-49,Craftsmen & Related Trade Workers,18.8
2005,45-49,Plant & Machine Operators & Assemblers,26.3
2005,45-49,"Cleaners, Labourers & Related Workers",8.7
2005,45-49,Others,1.7
2005,50-54,Managers & Administrators (Including Working Proprietors),22.2
2005,50-54,Professionals,7.3
2005,50-54,Associate Professionals & Technicians,11.4
2005,50-54,Clerical Support Workers,7.0
2005,50-54,Service & Sales Workers,14.4
2005,50-54,Craftsmen & Related Trade Workers,15.3
2005,50-54,Plant & Machine Operators & Assemblers,24.3
2005,50-54,"Cleaners, Labourers & Related Workers",7.3
2005,50-54,Others,0.9
2005,55-59,Managers & Administrators (Including Working Proprietors),13.1
2005,55-59,Professionals,4.5
2005,55-59,Associate Professionals & Technicians,6.3
2005,55-59,Clerical Support Workers,4.2
2005,55-59,Service & Sales Workers,11.4
2005,55-59,Craftsmen & Related Trade Workers,9.1
2005,55-59,Plant & Machine Operators & Assemblers,15.7
2005,55-59,"Cleaners, Labourers & Related Workers",6.7
2005,55-59,Others,0.4
2005,60-64,Managers & Administrators (Including Working Proprietors),5.0
2005,60-64,Professionals,1.4
2005,60-64,Associate Professionals & Technicians,1.8
2005,60-64,Clerical Support Workers,1.8
2005,60-64,Service & Sales Workers,6.0
2005,60-64,Craftsmen & Related Trade Workers,2.6
2005,60-64,Plant & Machine Operators & Assemblers,6.2
2005,60-64,"Cleaners, Labourers & Related Workers",4.0
2005,60-64,Others,0.2
2005,65+,Managers & Administrators (Including Working Proprietors),4.2
2005,65+,Professionals,1.0
2005,65+,Associate Professionals & Technicians,0.6
2005,65+,Clerical Support Workers,1.5
2005,65+,Service & Sales Workers,5.6
2005,65+,Craftsmen & Related Trade Workers,1.4
2005,65+,Plant & Machine Operators & Assemblers,3.3
2005,65+,"Cleaners, Labourers & Related Workers",5.0
2005,65+,Others,0.1
2004,15-19,Managers & Administrators (Including Working Proprietors),0.0
2004,15-19,Professionals,0.1
2004,15-19,Associate Professionals & Technicians,0.3
2004,15-19,Clerical Support Workers,0.7
2004,15-19,Service & Sales Workers,2.4
2004,15-19,Craftsmen & Related Trade Workers,0.2
2004,15-19,Plant & Machine Operators & Assemblers,0.2
2004,15-19,"Cleaners, Labourers & Related Workers",1.0
2004,15-19,Others,9.3
2004,20-24,Managers & Administrators (Including Working Proprietors),0.7
2004,20-24,Professionals,2.2
2004,20-24,Associate Professionals & Technicians,5.6
2004,20-24,Clerical Support Workers,3.5
2004,20-24,Service & Sales Workers,8.1
2004,20-24,Craftsmen & Related Trade Workers,2.2
2004,20-24,Plant & Machine Operators & Assemblers,2.3
2004,20-24,"Cleaners, Labourers & Related Workers",3.5
2004,20-24,Others,41.8
2004,25-29,Managers & Administrators (Including Working Proprietors),5.9
2004,25-29,Professionals,27.1
2004,25-29,Associate Professionals & Technicians,24.9
2004,25-29,Clerical Support Workers,5.6
2004,25-29,Service & Sales Workers,11.6
2004,25-29,Craftsmen & Related Trade Workers,5.0
2004,25-29,Plant & Machine Operators & Assemblers,4.3
2004,25-29,"Cleaners, Labourers & Related Workers",3.4
2004,25-29,Others,9.1
2004,30-34,Managers & Administrators (Including Working Proprietors),20.8
2004,30-34,Professionals,35.8
2004,30-34,Associate Professionals & Technicians,27.3
2004,30-34,Clerical Support Workers,6.5
2004,30-34,Service & Sales Workers,11.5
2004,30-34,Craftsmen & Related Trade Workers,9.5
2004,30-34,Plant & Machine Operators & Assemblers,8.6
2004,30-34,"Cleaners, Labourers & Related Workers",4.2
2004,30-34,Others,2.4
2004,35-39,Managers & Administrators (Including Working Proprietors),30.6
2004,35-39,Professionals,27.9
2004,35-39,Associate Professionals & Technicians,23.5
2004,35-39,Clerical Support Workers,7.0
2004,35-39,Service & Sales Workers,10.7
2004,35-39,Craftsmen & Related Trade Workers,11.1
2004,35-39,Plant & Machine Operators & Assemblers,13.6
2004,35-39,"Cleaners, Labourers & Related Workers",6.0
2004,35-39,Others,1.8
2004,40-44,Managers & Administrators (Including Working Proprietors),36.8
2004,40-44,Professionals,22.3
2004,40-44,Associate Professionals & Technicians,19.8
2004,40-44,Clerical Support Workers,6.2
2004,40-44,Service & Sales Workers,13.9
2004,40-44,Craftsmen & Related Trade Workers,17.1
2004,40-44,Plant & Machine Operators & Assemblers,21.5
2004,40-44,"Cleaners, Labourers & Related Workers",9.6
2004,40-44,Others,2.5
2004,45-49,Managers & Administrators (Including Working Proprietors),34.0
2004,45-49,Professionals,11.0
2004,45-49,Associate Professionals & Technicians,19.1
2004,45-49,Clerical Support Workers,7.1
2004,45-49,Service & Sales Workers,13.7
2004,45-49,Craftsmen & Related Trade Workers,17.8
2004,45-49,Plant & Machine Operators & Assemblers,25.0
2004,45-49,"Cleaners, Labourers & Related Workers",10.0
2004,45-49,Others,1.5
2004,50-54,Managers & Administrators (Including Working Proprietors),22.7
2004,50-54,Professionals,9.2
2004,50-54,Associate Professionals & Technicians,13.1
2004,50-54,Clerical Support Workers,5.8
2004,50-54,Service & Sales Workers,12.6
2004,50-54,Craftsmen & Related Trade Workers,13.6
2004,50-54,Plant & Machine Operators & Assemblers,23.0
2004,50-54,"Cleaners, Labourers & Related Workers",9.9
2004,50-54,Others,0.7
2004,55-59,Managers & Administrators (Including Working Proprietors),14.2
2004,55-59,Professionals,5.6
2004,55-59,Associate Professionals & Technicians,7.2
2004,55-59,Clerical Support Workers,3.7
2004,55-59,Service & Sales Workers,9.3
2004,55-59,Craftsmen & Related Trade Workers,8.1
2004,55-59,Plant & Machine Operators & Assemblers,13.8
2004,55-59,"Cleaners, Labourers & Related Workers",7.6
2004,55-59,Others,0.2
2004,60-64,Managers & Administrators (Including Working Proprietors),5.2
2004,60-64,Professionals,2.1
2004,60-64,Associate Professionals & Technicians,1.9
2004,60-64,Clerical Support Workers,1.3
2004,60-64,Service & Sales Workers,5.4
2004,60-64,Craftsmen & Related Trade Workers,3.1
2004,60-64,Plant & Machine Operators & Assemblers,6.8
2004,60-64,"Cleaners, Labourers & Related Workers",5.3
2004,60-64,Others,0.0
2004,65+,Managers & Administrators (Including Working Proprietors),4.1
2004,65+,Professionals,1.0
2004,65+,Associate Professionals & Technicians,0.6
2004,65+,Clerical Support Workers,1.4
2004,65+,Service & Sales Workers,4.1
2004,65+,Craftsmen & Related Trade Workers,1.6
2004,65+,Plant & Machine Operators & Assemblers,3.4
2004,65+,"Cleaners, Labourers & Related Workers",4.5
2004,65+,Others,0.0
2003,15-19,Managers & Administrators (Including Working Proprietors),0.0
2003,15-19,Professionals,0.0
2003,15-19,Associate Professionals & Technicians,0.1
2003,15-19,Clerical Support Workers,0.6
2003,15-19,Service & Sales Workers,2.4
2003,15-19,Craftsmen & Related Trade Workers,0.3
2003,15-19,Plant & Machine Operators & Assemblers,0.3
2003,15-19,"Cleaners, Labourers & Related Workers",1.0
2003,15-19,Others,9.5
2003,20-24,Managers & Administrators (Including Working Proprietors),0.4
2003,20-24,Professionals,2.6
2003,20-24,Associate Professionals & Technicians,5.4
2003,20-24,Clerical Support Workers,2.2
2003,20-24,Service & Sales Workers,7.4
2003,20-24,Craftsmen & Related Trade Workers,2.3
2003,20-24,Plant & Machine Operators & Assemblers,2.0
2003,20-24,"Cleaners, Labourers & Related Workers",1.9
2003,20-24,Others,42.5
2003,25-29,Managers & Administrators (Including Working Proprietors),7.5
2003,25-29,Professionals,28.3
